Type	LocationID	State	StateName	County	CountyState	City	FacilityName
AIRPORT	HOM	AK	ALASKA	KENAI PENINSULA	AK	HOMER	HOMER
SEAPLANE BASE	5BL	AK	ALASKA	KENAI PENINSULA	AK	HOMER	HOMER-BELUGA LAKE
AIRPORT	OL99	AK	ALASKA	KENAI PENINSULA	AK	HOMER	LOOKOUT
HELIPORT	4AA4	AK	ALASKA	KENAI PENINSULA	AK	HOMER	SOUTH PENINSULA HOSPITAL
SEAPLANE BASE	OOH	AK	ALASKA	ANGOON	AK	HOONAH	HOONAH
AIRPORT	HNH	AK	ALASKA	ANGOON	AK	HOONAH	HOONAH
AIRPORT	HPB	AK	ALASKA	KUSILVAK	AK	HOOPER BAY	HOOPER BAY
AIRPORT	5HO	AK	ALASKA	KENAI PENINSULA	AK	HOPE	HOPE
AIRPORT	4Z5	AK	ALASKA	SOUTHEAST FAIRBANKS	AK	HORSFELD	HORSFELD
AIRPORT	AK89	AK	ALASKA	MATANUSKA-SUSITNA	AK	HOUSTON	BLACK SPRUCE
AIRPORT	AA33	AK	ALASKA	MATANUSKA-SUSITNA	AK	HOUSTON	GUS LANDING
SEAPLANE BASE	80AK	AK	ALASKA	MATANUSKA-SUSITNA	AK	HOUSTON	MORVRO LAKE
AIRPORT	AK29	AK	ALASKA	MATANUSKA-SUSITNA	AK	HOUSTON	REIDS LANDING
AIRPORT	13AK	AK	ALASKA	MATANUSKA-SUSITNA	AK	HOUSTON	SATTERBERGS
AIRPORT	AA30	AK	ALASKA	MATANUSKA-SUSITNA	AK	HOUSTON	TRIO ESTATES
AIRPORT	HUS	AK	ALASKA	YUKON-KOYUKUK	AK	HUGHES	HUGHES
AIRPORT	HLA	AK	ALASKA	YUKON-KOYUKUK	AK	HUSLIA	HUSLIA
SEAPLANE BASE	HYG	AK	ALASKA	PRINCE OF WALES	AK	HYDABURG	HYDABURG
SEAPLANE BASE	4Z7	AK	ALASKA	PRINCE OF WALES	AK	HYDER	HYDER
AIRPORT	19AK	AK	ALASKA	SKAGWAY-YAKUTAT	AK	ICY BAY	ICY BAY
AIRPORT	2AK8	AK	ALASKA	BARROW	AK	ICY CAPE	ICY CAPE AFS
AIRPORT	IGG	AK	ALASKA	LAKE AND PENINSULA	AK	IGIUGIG	IGIUGIG
AIRPORT	ILI	AK	ALASKA	LAKE AND PENINSULA	AK	ILIAMNA	ILIAMNA
AIRPORT	2AK9	AK	ALASKA	KOBUK	AK	INDEPENDENCE CREEK	INDEPENDENCE CREEK
SEAPLANE BASE	KIB	AK	ALASKA	LAKE AND PENINSULA	AK	IVANOF BAY	IVANOF BAY
AIRPORT	4Z9	AK	ALASKA	KENAI-COOK INLET	AK	JAKOLOF BAY	JAKOLOF BAY
AIRPORT	AK60	AK	ALASKA	BRISTOL BAY	AK	JENSENS	FORT JENSEN
HELIPORT	AK94	AK	ALASKA	JUNEAU	AK	JUNEAU	ALASCOM/COASTAL LENA POINT
HELIPORT	AA44	AK	ALASKA	JUNEAU	AK	JUNEAU	BARLETT REGIONAL HOSPITAL
SEAPLANE BASE	5Z1	AK	ALASKA	JUNEAU	AK	JUNEAU	JUNEAU HARBOR
AIRPORT	JNU	AK	ALASKA	JUNEAU	AK	JUNEAU	JUNEAU INTL
HELIPORT	18AK	AK	ALASKA	JUNEAU	AK	JUNEAU	NORTH DOUGLAS
HELIPORT	73AK	AK	ALASKA	ALEUTIAN ISLANDS	AK	JUNEAU	YANKEE COVE
SEAPLANE BASE	KAE	AK	ALASKA	WRANGELL-PETERSBURG	AK	KAKE	KAKE
AIRPORT	AFE	AK	ALASKA	PRINCE OF WALES	AK	KAKE	KAKE
AIRPORT	8AK7	AK	ALASKA	NORTH SLOPE	AK	KAKTOVIK	BULLEN POINT AIR FORCE STATION
AIRPORT	1KC	AK	ALASKA	YUKON-KOYUKUK	AK	KALAKAKET CREEK	KALAKAKET CREEK AS
AIRPORT	KLG	AK	ALASKA	BETHEL	AK	KALSKAG	KALSKAG
AIRPORT	KAL	AK	ALASKA	YUKON-KOYUKUK	AK	KALTAG	KALTAG
HELIPORT	5Z4	AK	ALASKA	BRISTOL BAY	AK	KANAKANAK	ANS HOSPITAL
AIRPORT	5Z5	AK	ALASKA	DENALI	AK	KANTISHNA	KANTISHNA
AIRPORT	Z90	AK	ALASKA	YUKON-KOYUKUK	AK	KANTISHNA	STAMPEDE
AIRPORT	KYK	AK	ALASKA	KODIAK ISLAND	AK	KARLUK	KARLUK
SEAPLANE BASE	KKL	AK	ALASKA	KODIAK ISLAND	AK	KARLUK LAKE	KARLUK LAKE
SEAPLANE BASE	KXA	AK	ALASKA	PRINCE OF WALES	AK	KASAAN	KASAAN
AIRPORT	Z09	AK	ALASKA	BETHEL	AK	KASIGLUK	KASIGLUK
SEAPLANE BASE	AK5	AK	ALASKA	KENAI-COOK INLET	AK	KASILOF	ENCELEWSKI LAKE
AIRPORT	5KS	AK	ALASKA	KENAI PENINSULA	AK	KASILOF	KASILOF
SEAPLANE BASE	5Z9	AK	ALASKA	BRISTOL BAY	AK	KATMAI NATIONAL PARK	LAKE BROOKS
SEAPLANE BASE	RBH	AK	ALASKA	BRISTOL BAY	AK	KATMAI NATIONAL PARK	LAKE BROOKS
AIRPORT	RK1	AK	ALASKA	NORTH SLOPE	AK	KAVIK RIVER	KAVIK STRIP
AIRPORT	6AK3	AK	ALASKA	KENAI-COOK INLET	AK	KENAI	BUTLER AVIATION
AIRPORT	8AK2	AK	ALASKA	KENAI PENINSULA	AK	KENAI	CARTY'S AIRSTRIP
AIRPORT	30AK	AK	ALASKA	KENAI PENINSULA	AK	KENAI	DOYLE ESTATES
AIRPORT	3AK5	AK	ALASKA	KENAI-COOK INLET	AK	KENAI	DRIFT RIVER
AIRPORT	75AK	AK	ALASKA	KENAI PENINSULA	AK	KENAI	HENLEY
SEAPLANE BASE	2R3	AK	ALASKA	KENAI PENINSULA	AK	KENAI	ISLAND LAKE
SEAPLANE BASE	03AK	AK	ALASKA	ALEUTIAN ISLANDS	AK	KENAI	JOE CLOUDS
AIRPORT	3AK4	AK	ALASKA	KENAI-COOK INLET	AK	KENAI	JOHNSON
AIRPORT	0AA7	AK	ALASKA	KENAI PENINSULA	AK	KENAI	KALIFONSKY MEADOWS
AIRPORT	ENA	AK	ALASKA	KENAI-COOK INLET	AK	KENAI	KENAI MUNI
HELIPORT	82AK	AK	ALASKA	KENAI PENINSULA	AK	KENAI	PRL LOGISTICS
SEAPLANE BASE	2VI2	AK	ALASKA	KENAI PENINSULA	AK	KENAI	REDOUBT VIEW SEAPLANE BASE
AIRPORT	AA16	AK	ALASKA	KENAI PENINSULA	AK	KENAI	TREASURE CHEST
HELIPORT	17AK	AK	ALASKA	KETCHIKAN GATEWAY	AK	KETCHIKAN	KETCHIKAN /TEMSCO H/
SEAPLANE BASE	5KE	AK	ALASKA	KETCHIKAN GATEWAY	AK	KETCHIKAN	KETCHIKAN HARBOR
AIRPORT	KTN	AK	ALASKA	KETCHIKAN GATEWAY	AK	KETCHIKAN	KETCHIKAN INTL
HELIPORT	8AK4	AK	ALASKA	KETCHIKAN GATEWAY	AK	KETCHIKAN	MCCUES
SEAPLANE BASE	8K9	AK	ALASKA	KETCHIKAN GATEWAY	AK	KETCHIKAN	MURPHYS PULLOUT
SEAPLANE BASE	9C0	AK	ALASKA	KETCHIKAN GATEWAY	AK	KETCHIKAN	PENINSULA POINT PULLOUT
HELIPORT	3AK0	AK	ALASKA	JUNEAU	AK	KETCHIKAN	WOLFE POINT
AIRPORT	IAN	AK	ALASKA	NORTHWEST ARCTIC	AK	KIANA	BOB BAKER MEMORIAL
AIRPORT	KVC	AK	ALASKA	ALEUTIANS EAST	AK	KING COVE	KING COVE
SEAPLANE BASE	AK51	AK	ALASKA	BRISTOL BAY	AK	KING SALMON	CRYSTAL CREEK LODGE
AIRPORT	AKN	AK	ALASKA	BRISTOL BAY	AK	KING SALMON	KING SALMON
AIRPORT	AA05	AK	ALASKA	LAKE AND PENINSULA	AK	KING SALMON	UGASHIK NARROWS
AIRPORT	IIK	AK	ALASKA	BETHEL	AK	KIPNUK	KIPNUK
SEAPLANE BASE	KKB	AK	ALASKA	KODIAK ISLAND	AK	KITOI BAY	KITOI BAY
AIRPORT	KVL	AK	ALASKA	NORTHWEST ARCTIC	AK	KIVALINA	KIVALINA
SEAPLANE BASE	AQC	AK	ALASKA	PRINCE OF WALES	AK	KLAWOCK	KLAWOCK
AIRPORT	AKW	AK	ALASKA	PRINCE OF WALES	AK	KLAWOCK	KLAWOCK
AIRPORT	KLW	AK	ALASKA	PRINCE OF WALES	AK	KLAWOCK	KLAWOCK
AIRPORT	OBU	AK	ALASKA	NORTHWEST ARCTIC	AK	KOBUK	KOBUK
AIRPORT	ADQ	AK	ALASKA	KODIAK ISLAND	AK	KODIAK	KODIAK
SEAPLANE BASE	9Z3	AK	ALASKA	KODIAK ISLAND	AK	KODIAK	KODIAK /LILLY LAKE/
AIRPORT	KDK	AK	ALASKA	KODIAK ISLAND	AK	KODIAK	KODIAK MUNI
SEAPLANE BASE	T44	AK	ALASKA	KODIAK ISLAND	AK	KODIAK	TRIDENT BASIN
AIRPORT	9K2	AK	ALASKA	LAKE AND PENINSULA	AK	KOKHANOK	KOKHANOK
AIRPORT	JZZ	AK	ALASKA	DILLINGHAM	AK	KOLIGANEK	KOLIGANEK
AIRPORT	DUY	AK	ALASKA	BETHEL	AK	KONGIGANAK	KONGIGANAK
AIRPORT	2A9	AK	ALASKA	KUSILVAK	AK	KOTLIK	KOTLIK
AIRPORT	OTZ	AK	ALASKA	NORTHWEST ARCTIC	AK	KOTZEBUE	RALPH WIEN MEMORIAL
AIRPORT	KKA	AK	ALASKA	NOME	AK	KOYUK	KOYUK ALFRED ADAMS
AIRPORT	KYU	AK	ALASKA	YUKON-KOYUKUK	AK	KOYUKUK	KOYUKUK
AIRPORT	LKK	AK	ALASKA	BRISTOL BAY	AK	KULIK LAKE	KULIK LAKE
HELIPORT	AA38	AK	ALASKA	NORTH SLOPE	AK	KUPARUK	NIKAITCHUQ OPERATIONS CENTER
HELIPORT	AA51	AK	ALASKA	NORTH SLOPE	AK	KUPARUK	SPY ISLAND DRILL-SITE
AIRPORT	UBW	AK	ALASKA	NORTH SLOPE	AK	KUPARUK	UGNU-KUPARUK
AIRPORT	KWT	AK	ALASKA	BETHEL	AK	KWETHLUK	KWETHLUK
AIRPORT	GGV	AK	ALASKA	BETHEL	AK	KWIGILLINGOK	KWIGILLINGOK
AIRPORT	Z55	AK	ALASKA	MATANUSKA-SUSITNA	AK	LAKE LOUISE	LAKE LOUISE
SEAPLANE BASE	13S	AK	ALASKA	VALDEZ-CHITNA-WHITIE	AK	LAKE LOUISE	LAKE LOUISE
AIRPORT	AK80	AK	ALASKA	MATANUSKA-SUSITNA	AK	LAKE LOUISE	RED CREEK
AIRPORT	2A3	AK	ALASKA	KODIAK ISLAND	AK	LARSEN BAY	LARSEN BAY
AIRPORT	9Z9	AK	ALASKA	KENAI PENINSULA	AK	LAWING	LAWING
SEAPLANE BASE	ALZ	AK	ALASKA	KODIAK ISLAND	AK	LAZY BAY	ALITAK
AIRPORT	9Z8	AK	ALASKA	LAKE AND PENINSULA	AK	LEVELOCK	LEVELOCK
AIRPORT	2AK	AK	ALASKA	BETHEL	AK	LIME VILLAGE	LIME VILLAGE
AIRPORT	AK53	AK	ALASKA	BETHEL	AK	LIME VILLAGE	STONY MOUNTAIN LODGE
AIRPORT	4AK	AK	ALASKA	YUKON-KOYUKUK	AK	LIVENGOOD	LIVENGOOD CAMP
AIRPORT	AK71	AK	ALASKA	BARROW	AK	LONELY	LONELY AS
AIRPORT	4AK3	AK	ALASKA	VALDEZ-CHITNA-WHITIE	AK	LONG LAKE	LONG LAKE
SEAPLANE BASE	13Z	AK	ALASKA	KETCHIKAN GATEWAY	AK	LORING	LORING
AIRPORT	4AK5	AK	ALASKA	VALDEZ-CHITNA-WHITIE	AK	MANKOMEN LAKE	MANKOMEN LAKE
AIRPORT	MLY	AK	ALASKA	YUKON-KOYUKUK	AK	MANLEY HOT SPRINGS	MANLEY HOT SPRINGS
AIRPORT	MBA	AK	ALASKA	DILLINGHAM	AK	MANOKOTAK	MANOKOTAK
AIRPORT	MDM	AK	ALASKA	KUSILVAK	AK	MARSHALL	MARSHALL DON HUNTER SR
AIRPORT	MYK	AK	ALASKA	VALDEZ-CORDOVA	AK	MAY CREEK	MAY CREEK
AIRPORT	0AK5	AK	ALASKA	VALDEZ-CORDOVA	AK	MAY CREEK	YOUNG CREEK
AIRPORT	0AK8	AK	ALASKA	CORDOVA-MCCARTHY	AK	MCCARTHY	FIREWEED
AIRPORT	AK0	AK	ALASKA	CORDOVA-MCCARTHY	AK	MCCARTHY	JAKES BAR
AIRPORT	15Z	AK	ALASKA	VALDEZ-CORDOVA	AK	MCCARTHY	MCCARTHY
AIRPORT	AK31	AK	ALASKA	CORDOVA-MCCARTHY	AK	MCCARTHY	SWIFT CREEK
AIRPORT	56AK	AK	ALASKA	KUSKOKWIM	AK	MCGRATH	HINKES
AIRPORT	MCG	AK	ALASKA	YUKON-KOYUKUK	AK	MCGRATH	MC GRATH
SEAPLANE BASE	16Z	AK	ALASKA	KUSKOKWIM	AK	MCGRATH	MC GRATH
AIRPORT	AK40	AK	ALASKA	KUSKOKWIM	AK	MCGRATH	NIXON FORK MINE
AIRPORT	AK06	AK	ALASKA	YUKON-KOYUKUK	AK	MCKINLEY PARK	DENALI
AIRPORT	INR	AK	ALASKA	YUKON-KOYUKUK	AK	MCKINLEY PARK	MC KINLEY NATIONAL PARK
AIRPORT	24AK	AK	ALASKA	MATANUSKA-SUSITNA	AK	MEADOW LAKES	TOAD LAKE STRIP
AIRPORT	MYU	AK	ALASKA	BETHEL	AK	MEKORYUK	MEKORYUK
AIRPORT	F02	AK	ALASKA	BETHEL	AK	MERTARVIK	MERTARVIK QUARRY ROAD LANDING STRIP
SEAPLANE BASE	MTM	AK	ALASKA	PRINCE OF WALES	AK	METLAKATLA	METLAKATLA
SEAPLANE BASE	84K	AK	ALASKA	KETCHIKAN GATEWAY	AK	MEYERS CHUCK	MEYERS CHUCK
AIRPORT	MDO	AK	ALASKA	CORDOVA-MCCARTHY	AK	MIDDLETON ISLAND	MIDDLETON ISLAND
AIRPORT	MHM	AK	ALASKA	YUKON-KOYUKUK	AK	MINCHUMINA	MINCHUMINA
AIRPORT	51Z	AK	ALASKA	YUKON-KOYUKUK	AK	MINTO	MINTO AL WRIGHT
AIRPORT	0AK3	AK	ALASKA	MATANUSKA-SUSITNA	AK	MONTANA CREEK	PARKER LAKE
AIRPORT	99AK	AK	ALASKA	KUSKOKWIM	AK	MOORE CREEK	MOORE CREEK
SEAPLANE BASE	52Z	AK	ALASKA	SEWARD	AK	MOOSE PASS	SUMMIT LAKE
SEAPLANE BASE	KMY	AK	ALASKA	KODIAK ISLAND	AK	MOSER BAY	MOSER BAY
AIRPORT	MOU	AK	ALASKA	KUSILVAK	AK	MOUNTAIN VILLAGE	MOUNTAIN VILLAGE
AIRPORT	IBN	AK	ALASKA	VALDEZ-CHITNA-WHITIE	AK	NABESNA	DEVILS MOUNTAIN LODGE
AIRPORT	76Z	AK	ALASKA	BRISTOL BAY	AK	NAKEEN	NAKEEN
AIRPORT	5NK	AK	ALASKA	BRISTOL BAY	AK	NAKNEK	NAKNEK
AIRPORT	4AK9	AK	ALASKA	BRISTOL BAY	AK	NAKNEK	TIBBETTS
SEAPLANE BASE	78Z	AK	ALASKA	MATANUSKA-SUSITNA	AK	NANCY LAKE	NANCY LAKE
AIRPORT	AK07	AK	ALASKA	ANCHORAGE	AK	NANWALEK	DOG FISH BAY
AIRPORT	KEB	AK	ALASKA	KENAI PENINSULA	AK	NANWALEK	NANWALEK
AIRPORT	4AK8	AK	ALASKA	KUSKOKWIM	AK	NAPAIMUTE	NAPAIMUTE PIONEER AIRFIELD
AIRPORT	WNA	AK	ALASKA	BETHEL	AK	NAPAKIAK	NAPAKIAK
AIRPORT	PKA	AK	ALASKA	BETHEL	AK	NAPASKIAK	NAPASKIAK
AIRPORT	OUL	AK	ALASKA	ALEUTIANS EAST	AK	NELSON LAGOON	NELSON LAGOON
AIRPORT	ENN	AK	ALASKA	YUKON-KOYUKUK	AK	NENANA	NENANA MUNI
AIRPORT	KNW	AK	ALASKA	DILLINGHAM	AK	NEW STUYAHOK	NEW STUYAHOK
AIRPORT	EWU	AK	ALASKA	BETHEL	AK	NEWTOK	NEWTOK
SEAPLANE BASE	WWT	AK	ALASKA	BETHEL	AK	NEWTOK	NEWTOK
AIRPORT	IGT	AK	ALASKA	BETHEL	AK	NIGHTMUTE	NIGHTMUTE
AIRPORT	AK73	AK	ALASKA	KENAI-COOK INLET	AK	NIKISHKA	MCGAHAN INDUSTRIAL AIRPARK
AIRPORT	AK11	AK	ALASKA	KENAI-COOK INLET	AK	NIKISKI	HIGH VISTA
HELIPORT	1AK5	AK	ALASKA	KENAI PENINSULA	AK	NIKISKI	OFFSHORE SYSTEMS-KENAI
AIRPORT	FSP	AK	ALASKA	YUKON-KOYUKUK	AK	NIKOLAI	NIKOLAI
AIRPORT	IKO	AK	ALASKA	ALEUTIAN ISLANDS	AK	NIKOLSKI	NIKOLSKI AS
AIRPORT	NIN	AK	ALASKA	KENAI PENINSULA	AK	NINILCHIK	NINILCHIK
AIRPORT	WTK	AK	ALASKA	NORTHWEST ARCTIC	AK	NOATAK	NOATAK
AIRPORT	OME	AK	ALASKA	NOME	AK	NOME	NOME
AIRPORT	94Z	AK	ALASKA	NOME	AK	NOME	NOME CITY FIELD
AIRPORT	5NN	AK	ALASKA	LAKE AND PENINSULA	AK	NONDALTON	NONDALTON
AIRPORT	D76	AK	ALASKA	NORTHWEST ARCTIC	AK	NOORVIK	ROBERT/BOB/CURTIS MEMORIAL
AIRPORT	5AK3	AK	ALASKA	FAIRBANKS NORTH STAR	AK	NORTH POLE	AIRWAY
AIRPORT	95Z	AK	ALASKA	FAIRBANKS NORTH STAR	AK	NORTH POLE	BRADLEY SKY-RANCH
AIRPORT	AK41	AK	ALASKA	FAIRBANKS NORTH STAR	AK	NORTH POLE	GREG'N SAGE
AIRPORT	5AK2	AK	ALASKA	FAIRBANKS NORTH STAR	AK	NORTH POLE	HOWARDS
AIRPORT	78AA	AK	ALASKA	FAIRBANKS NORTH STAR	AK	NORTH POLE	LAKEWOOD
AIRPORT	0AK0	AK	ALASKA	FAIRBANKS NORTH STAR	AK	NORTH POLE	SCOTTS
AIRPORT	AA76	AK	ALASKA	FAIRBANKS NORTH STAR	AK	NORTH POLE	TIMBER TRAILS
AIRPORT	ORT	AK	ALASKA	SOUTHEAST FAIRBANKS	AK	NORTHWAY	NORTHWAY
AIRPORT	33AK	AK	ALASKA	MATANUSKA-SUSITNA	AK	NUGGET BENCH	NUGGET BENCH
AIRPORT	AK15	AK	ALASKA	NORTH SLOPE	AK	NUIQSUT	ALPINE AIRSTRIP
AIRPORT	AK20	AK	ALASKA	NORTH SLOPE	AK	NUIQSUT	CD-3 AIRSTRIP
AIRPORT	AQT	AK	ALASKA	NORTH SLOPE	AK	NUIQSUT	NUIQSUT
HELIPORT	AK32	AK	ALASKA	NORTH SLOPE	AK	NUIQSUT	OOOGURUK ISLAND
HELIPORT	AA27	AK	ALASKA	NORTH SLOPE	AK	NUIQSUT	OTP
AIRPORT	42AK	AK	ALASKA	NORTH SLOPE	AK	NUIQSUT	WILLOW CONOCOPHILLIPS
AIRPORT	NUL	AK	ALASKA	YUKON-KOYUKUK	AK	NULATO	NULATO
AIRPORT	SXP	AK	ALASKA	KUSILVAK	AK	NUNAM IQUA	NUNAM IQUA
AIRPORT	16A	AK	ALASKA	BETHEL	AK	NUNAPITCHUK	NUNAPITCHUK
AIRPORT	ZNC	AK	ALASKA	BETHEL	AK	NYAC	NYAC
AIRPORT	6R7	AK	ALASKA	KODIAK ISLAND	AK	OLD HARBOR	OLD HARBOR
SEAPLANE BASE	KOY	AK	ALASKA	KODIAK ISLAND	AK	OLGA BAY	OLGA BAY
AIRPORT	Z17	AK	ALASKA	KUSKOKWIM	AK	OPHIR	OPHIR
AIRPORT	4K5	AK	ALASKA	KODIAK ISLAND	AK	OUZINKIE	OUZINKIE
AIRPORT	AK46	AK	ALASKA	MATANUSKA-SUSITNA	AK	PALMER	ABI
HELIPORT	AA08	AK	ALASKA	MATANUSKA-SUSITNA	AK	PALMER	ALASKA HELIWORX
AIRPORT	3AK6	AK	ALASKA	MATANUSKA-SUSITNA	AK	PALMER	B & B BOYS RANCH
AIRPORT	AK1	AK	ALASKA	MATANUSKA-SUSITNA	AK	PALMER	BUTTE MUNI
AIRPORT	34AK	AK	ALASKA	MATANUSKA-SUSITNA	AK	PALMER	CARDWELL STRIP
AIRPORT	5AK6	AK	ALASKA	MATANUSKA-SUSITNA	AK	PALMER	COLBERG
AIRPORT	AK88	AK	ALASKA	MATANUSKA-SUSITNA	AK	PALMER	EAGLE NEST
AIRPORT	9AA1	AK	ALASKA	MATANUSKA-SUSITNA	AK	PALMER	ELK RANCH
SEAPLANE BASE	99Z	AK	ALASKA	MATANUSKA-SUSITNA	AK	PALMER	FINGER LAKE
AIRPORT	14AK	AK	ALASKA	MATANUSKA-SUSITNA	AK	PALMER	FOUR CORNERS
SEAPLANE BASE	2D3	AK	ALASKA	MATANUSKA-SUSITNA	AK	PALMER	GOODING LAKE
AIRPORT	5AK9	AK	ALASKA	MATANUSKA-SUSITNA	AK	PALMER	GRANDVIEW SUBDIVISION
AIRPORT	AK93	AK	ALASKA	MATANUSKA-SUSITNA	AK	PALMER	GROUSE RIDGE
AIRPORT	97AK	AK	ALASKA	MATANUSKA-SUSITNA	AK	PALMER	HIGH RIDGE ASSOCIATION
AIRPORT	AK66	AK	ALASKA	MATANUSKA-SUSITNA	AK	PALMER	HUNTER CREEK
AIRPORT	39AK	AK	ALASKA	MATANUSKA-SUSITNA	AK	PALMER	KROENKE STRIP
AIRPORT	AK92	AK	ALASKA	MATANUSKA-SUSITNA	AK	PALMER	MARTIN
HELIPORT	92AK	AK	ALASKA	MATANUSKA-SUSITNA	AK	PALMER	MAT-SU RGNL MEDICAL CENTER
AIRPORT	74AK	AK	ALASKA	MATANUSKA-SUSITNA	AK	PALMER	MAUD ROAD STRIP
AIRPORT	3AK2	AK	ALASKA	MATANUSKA-SUSITNA	AK	PALMER	NIKLASON LAKE ESTATES
AIRPORT	AK63	AK	ALASKA	MATANUSKA-SUSITNA	AK	PALMER	PAT-MAR STRIP
AIRPORT	AA25	AK	ALASKA	MATANUSKA-SUSITNA	AK	PALMER	SHELBY STRIP
AIRPORT	AK50	AK	ALASKA	MATANUSKA-SUSITNA	AK	PALMER	SKY RANCH AT PIONEER PEAK
SEAPLANE BASE	9AK1	AK	ALASKA	MATANUSKA-SUSITNA	AK	PALMER	STORMY HILL
HELIPORT	03AA	AK	ALASKA	MATANUSKA-SUSITNA	AK	PALMER	TRAPPER T
AIRPORT	7AK9	AK	ALASKA	MATANUSKA-SUSITNA	AK	PALMER	VINDUSKA
SEAPLANE BASE	AA85	AK	ALASKA	MATANUSKA-SUSITNA	AK	PALMER	WALBY LAKE
AIRPORT	PAQ	AK	ALASKA	MATANUSKA-SUSITNA	AK	PALMER	"WARREN ""BUD"" WOODS PALMER MUNI"
AIRPORT	05AK	AK	ALASKA	MATANUSKA-SUSITNA	AK	PALMER	WASILLA CREEK AIRPARK
AIRPORT	4AK6	AK	ALASKA	MATANUSKA-SUSITNA	AK	PALMER	WOLF LAKE
AIRPORT	PXK	AK	ALASKA	VALDEZ-CHITNA-WHITIE	AK	PAXSON	PAXSON
AIRPORT	4K0	AK	ALASKA	LAKE AND PENINSULA	AK	PEDRO BAY	PEDRO BAY
SEAPLANE BASE	PEC	AK	ALASKA	SKAGWAY-YAKUTAT	AK	PELICAN	PELICAN
SEAPLANE BASE	PYL	AK	ALASKA	VALDEZ-CHITNA-WHITIE	AK	PERRY ISLAND	PERRY ISLAND
AIRPORT	PEV	AK	ALASKA	LAKE AND PENINSULA	AK	PERRYVILLE	PERRYVILLE
SEAPLANE BASE	63A	AK	ALASKA	WRANGELL-PETERSBURG	AK	PETERSBURG	LLOYD R ROUNDTREE SEAPLANE FACILITY
AIRPORT	PSG	AK	ALASKA	WRANGELL-PETERSBURG	AK	PETERSBURG	PETERSBURG JAMES A JOHNSON
AIRPORT	PNP	AK	ALASKA	LAKE AND PENINSULA	AK	PILOT POINT	PILOT POINT
AIRPORT	UGB	AK	ALASKA	BRISTOL BAY	AK	PILOT POINT	UGASHIK BAY
AIRPORT	0AK	AK	ALASKA	KUSILVAK	AK	PILOT STATION	PILOT STATION
AIRPORT	PTU	AK	ALASKA	BETHEL	AK	PLATINUM	PLATINUM
AIRPORT	6AK1	AK	ALASKA	BETHEL	AK	PLATINUM	PLATINUM MINE
SEAPLANE BASE	KPB	AK	ALASKA	PRINCE OF WALES	AK	POINT BAKER	POINT BAKER
AIRPORT	PHO	AK	ALASKA	NORTH SLOPE	AK	POINT HOPE	POINT HOPE
AIRPORT	PIZ	AK	ALASKA	BARROW	AK	POINT LAY	POINT LAY LRRS
AIRPORT	64AK	AK	ALASKA	MATANUSKA-SUSITNA	AK	POINT MACKENZIE	CARPENTIERS STRIP
AIRPORT	0AK9	AK	ALASKA	MATANUSKA-SUSITNA	AK	POINT MACKENZIE	FALCON LAKE STRIP
AIRPORT	2AK0	AK	ALASKA	MATANUSKA-SUSITNA	AK	POINT MACKENZIE	MAC KENZIE COUNTRY AIRPARK
AIRPORT	AK36	AK	ALASKA	MATANUSKA-SUSITNA	AK	POINT MACKENZIE	POINT MAC
HELIPORT	AK37	AK	ALASKA	ANCHORAGE	AK	POINT MACKENZIE	POINT MACKENZIE
AIRPORT	50AK	AK	ALASKA	MATANUSKA-SUSITNA	AK	POINT MACKENZIE	ROBIN'S LANDING
AIRPORT	6AK2	AK	ALASKA	MATANUSKA-SUSITNA	AK	POINT MACKENZIE	SLEEPERS STRIP
AIRPORT	AK14	AK	ALASKA	MATANUSKA-SUSITNA	AK	POINT MACKENZIE	TURINSKY AIRSTRIP
SEAPLANE BASE	AHP	AK	ALASKA	PRINCE OF WALES	AK	PORT ALEXANDER	PORT ALEXANDER
SEAPLANE BASE	16K	AK	ALASKA	PRINCE OF WALES	AK	PORT ALICE	PORT ALICE
AIRPORT	TPO	AK	ALASKA	LAKE AND PENINSULA	AK	PORT ALSWORTH	PORT ALSWORTH
AIRPORT	05K	AK	ALASKA	LAKE AND PENINSULA	AK	PORT ALSWORTH	WILDER/NATWICK LLC
SEAPLANE BASE	KPY	AK	ALASKA	KODIAK ISLAND	AK	PORT BAILEY	PORT BAILEY
AIRPORT	KPC	AK	ALASKA	NOME	AK	PORT CLARENCE	PORT CLARENCE CGS
AIRPORT	PGM	AK	ALASKA	KENAI PENINSULA	AK	PORT GRAHAM	PORT GRAHAM
AIRPORT	PTH	AK	ALASKA	LAKE AND PENINSULA	AK	PORT HEIDEN	PORT HEIDEN
AIRPORT	ORI	AK	ALASKA	KODIAK ISLAND	AK	PORT LIONS	PORT LIONS
SEAPLANE BASE	19P	AK	ALASKA	PRINCE OF WALES	AK	PORT PROTECTION	PORT PROTECTION
SEAPLANE BASE	PWR	AK	ALASKA	SITKA	AK	PORT WALTER	PORT WALTER
SEAPLANE BASE	KPR	AK	ALASKA	KODIAK ISLAND	AK	PORT WILLIAMS	PORT WILLIAMS
AIRPORT	A14	AK	ALASKA	DILLINGHAM	AK	PORTAGE CREEK	PORTAGE CREEK
AIRPORT	PPC	AK	ALASKA	YUKON-KOYUKUK	AK	PROSPECT CREEK	PROSPECT CREEK
